tweet	topic	sentiment
covid hospital couldnt walked downstairs cab	o	0
officiali blame covid folks ancient egyptian tombs unearthing tablets dead sealeave shit	o	-1
errata corrige omicron covid variant fed chair powell poses risk world economy inflation pressures persist year#usa #omicron #rascal	o	-1
aspirants attempt prior 2020 advantageous position covid warriors demand equity justice #upscextraattempt@pmoindia@doptgoi@smritiirani@amitshah@drjitendrasingh@bjpmahilamorcha#2	g	-1
coronavirus quarantine genome sequencing arriving south africa mumbai #maharashtra #mumbai #covid19	m	0
# saying vaccinated	o	0
please vaccinated	p	-1
im ok fewer gqp voterscounties strongly supported donald trump lower vaccination rates counties strongly supported biden june 30 trumpiest tenth country 12 times covid	ov	0
tom voltaire okwalinga chwezed covid	o	0
omicron variant centre urges step testing facilities	g	-1
gain themthey informed peaceful quarantine animal planetary #quarantine covid quarantine idea thats likeany #spaceforce attempts violence planet chastised	o	0
latam airlines latin americas largest carrier filed plan exit bankruptcy filed protection creditors 2020 wave pandemic broke travel industry plan envisages injection 82bn financing	g	-1
mask hijab yarmulke inchoate religion vaccine holy communion makes perfect sense immediately death	a	-1
dont panic unless doctor panic doctor panicked wont left panicked #covidvariant #omicron	o	1
worst youre vaccinated dont test anymore airportso 112in world 225	m	-1
couple weeks whilst wait clearer evidence omicron actually dangerous looking excruciating lot people taking risk re credibility evidence genuinely increased risk doesnt emerge	s	-1
pharma unveils plans tackle omicron strain	s	0
id suggest sir jab bend boris enter physically hes mentally deep inside	a	-1
rabid dog raskin using rigged #s push imo jab agendai wonder cut	a	-1
judge blocks biden administrations covid19 vaccine mandate health care	m	0
china deliver 1 billion covid vaccines africa talk hobsons choice id anti vaxxer chinese jab	g	-1
told covid exams wont online theyll wait till youre youll	m	-1
id bet omicron sourced means isnt	o	0
omicroninfected individuals arrive australia victims vaccinated via	a	-1
howwefeel help scientists track spread covid19	s	0
guardian covid live news omicron variant detected canada fauci warns weeks study	o	-1
jab bogof deal	a	-1
ny gov kathy hochul issued emergency friday response identification covid19 omicron variantthe emergency intended increase hospital capacity york jan 15 reassessed	g	-1
100 covid amplified max previously unaware ignored signs toll	o	-1
fantastic lucky able sweden hope time masks passenger locater forms day 2 lfts pastreally vaccinated ok	m	-1
omicron covid c19mobile phoneanthropomorphization subjectobjectsubject relationship theocratic therapeutic relationship medicinehes world hands	o	0
theres vaccinated italy am overdue booster vaccinating people italian health cards	g	0
reason vaccinated	o	0
#vaccinemandate nywe nywe nywe please guys vaccination youre putting lives danger boom variant heeeee abantu babuncu shame dont played controlled probably killed accept yonke le	a	-1
coronavirus live covid19 variant spreads countries world alert coronavirus live covid19 variant spreads countries world alert britain germany italy detected omicron coronavirus variant	g	-1
wonder vaccine boris pals shares cos offered real soon im	a	-1
germany assisted death allowed vaccinated	g	-1
pandemic wind safely travel search pastries	o	0
dont profits covid insider trading buy toupee	o	-1
nah games play finally caught time vaccine purely coincidental	o	0
read moderna booster omicron variant money companies supposed poison shot veins time variant concern pops remember vaccines effect heart	a	-1
reggae walk fame #trelawny #stadium #falmouth covid19 compliant #jtb licenced attraction cruise compliant tba reggae 4202022 18764358401 4049104463 reggaeinthesun@gmailcom sponsorship partners welcome tell friend seenlove	o	0
brief pause sone countries reduce travel impt continued border testing ph measures excellent testing surveillance vaccine answer travel modestly	g	0
south african health minister mild hell dying covid induced suicide soon	g	-1
#omicron scrambled #moronic	o	-1
doubtful lot dumb people pretending covid19 affect nonconformists pretend variants develop	m	-1
pussy girl vaccinated	o	0
covidpositive czech president appoints pm plexiglass cubicle	g	0
real difference vaccinations equation 50 world 1 dose selective evolution escape vaccines maybe bit gene changes spike	ov	0
50m people uk 66m 1 jab 9 10 12 1st jab 8 10 2nd bigger referendum 2 implemented bigger election total turnout #getvaccinationdone	p	1
sense 70 80 percent population vaccinated cmon	s	0
vaccines boosters dont listen people telling pet meds covidtake vaccine	p	1
biden harris briefed braces arrival omicron covid variant	g	0
doctors appointments groceries party vaxxed friends mild spread gothis newborn caught covid emergency ward rsv	a	-1
unvaccinated people shouldnt running amok compulsory vaccination public jobs travel social gatherings norm	p	0
dutch authorities confirmed 13 passengers omicron variant 61 people test positive presumably 48 variant probably delta	g	0
inactivated adjuvanted covid19 vaccine candidate vla2001	ov	0
#covid19 survive extinction level eventis scientists virus improving	a	-1
#eradious keira knightley reveals covid19 im feeling pretty rubbish	o	0
virtual worship sustained pandemic marquand dean awet andemicael notes irreplaceable physical proximity feel physical vibrations	o	0
failed #writingcommunity #essays #comedy	o	0
wear mask else regardless vaccination status	m	0
2020 peak pandemic husband started own business jim county local marketing help support achieve dreams affordable resources #smallbizsat #jimwellscounty	o	0
omicron omacron	o	0
unvaccinated percapita ratesright tweet graphic illustrative vaxunvax rate mn 25 instead 7 8 graphic	s	0
hi russell walkin booster vaccination clinics specific days times information	o	0
president trump bold decisive action february 2020 impose travel restrictions united coronavirus hot spots joe biden attacked calling decision disgrace xenophobicread	g	0
heard #omicronvariant@reuters talked doctors discovered south africa week	s	0
ministry variants discovered worldeach recent links southern africa reaction countries starkly southern africa	g	0
covid pandemic changed #digital #journalism via	o	0
emphasizing irony mocking dead people lacking compassion disgusting people existed world easy cherrypick list people died vaccine	p	-1
fucking morning goddamn planet wake immediately oh cant taste covid finally meforgetting inside mouth isnt supposed taste omg	o	1
vaccine rolloutfar fuking bull pm booster shot federal government sent letter saying booster shot doctors boosters february disconnect federal wtf job useless	g	-1
york preparing hope returning quarantine 14 days	m	0
wena bereka ka leplankasponge le masela furniture otsebela kae gore vaccine	o	0
answer question tweet shared subsequent covid waves enormous pressure healthcare services pushing medical treatment causing people bit seek help altogether leading excess mortality covid	s	0
#scottydoesnothing money booze lockdown fast	o	0
closed boarders serious covid legislation piggyback existing law designed stop infectious diseases coming via docks ports blind illegal entry uk	m	-1
consumers eager travel unfortunately fraudsters own plans watch ondemand webinar learn banks protect customers postpandemic world #fraud #fraudprevention #financialcrime #riskops	o	0
elmbridge currently third local authority england covid thats preomicron	o	-1
covid wont vax doesnt theyll blame variant	m	-1
trends netherlands concerning result omicron spread means lockdowns globally	m	-1
flags omicron risk travel curbs tighten biden urges vaccination	g	-1
check article omicron secret covid via	o	0
vaccinated spread contract virus easily unvaccinated dr blueberry	a	-1
omicron moronicnew favorite anagram seriously trending #moronicvariant	o	0
thats living covid thats living johnsons tories	o	0
vaccines dont stop transmission infection hospitalizationsits easy whos vaccinated	a	-1
youre assigning vaccine efficiency millions people whove immunity virus	a	-1
probably people reasonable vaccine mandates people object crazies actually afraid vaccine	m	0
healthy underrated #covid19	o	0
pandemic surreal event ppls disbelief otherwise world lead believe pandemic govts reaction programmed conspiracy cant believe interference personal freedom isnt designed	g	0
37681 people tested positive #covid uk data 20211128 #staysafe #wearamask	s	-1
overall message remains vaccination boosters extremely uk looking accelerate programme considering aspects	p	0
reported	o	0
lockdowns stop pub restaurant museum cinema special none rest population allowed countries issuing covid passports barring citizens accessing	m	-1
yes legit safeaccess vendor using verify peoples vaccination status #agu21	m	1
dr jessica rose hundred thousand 511 olds reported adverse events 2 weeks following covid19 injections 1 10 kids adverse reaction 82 reports onset symptoms immediate	a	-1
im putting #omnicron matter entire racist #covid narrative squarely responsibility coz elect useless leaders asleep wheel	g	-1
lol liking candace owens tweets covid im wasting time	o	-1
weve following months progress slow due #covid19 pandemic catalyst jc galvanise electorate cause political earthquake	g	1
infuriate death figures covid 28 days necessarily died covid dont answer accurate data tbh	s	-1
smart omicron real	o	0
#islanders games postponed including sunday game rangers team covid outbreak lingers	m	0
iowa masks cohesive except schools handful months winter 20202021 14 districts 327 mask mandates iowa pandemic according public health department governor	m	0
party applies choice freedom deadly virus arguing dont apply deadly drugs lol personal choice vax wear mask die covid personal choice illegal drugs die	m	-1
finalmente un commento normalea coetzee chairwoman sama south african medical associationyes transmissible medical practitioners hype driven looking	s	0
#omicron south africa egypt turkey	o	0
literally travel bans dont pandemic choose performance science	m	-1
thread changes genome sequences china moderna vaccine #rattusnorvegicus	s	0
yes treading uncharted waters omicron variant understand hopefully couple weeks prudent hope prepare worst	s	0
germany pressure impose restrictions increases spread omicron	g	-1
scared dont fine hour thats fair	o	0
travelled france summer 10day isolation mums travelling 3 weeks time christmas doing wish results pcr didnt hoping booster jab christmas	m	-1
dr youarestupid namebut call idiots yourself truth jadedpeople died receiving vaccine disgusting mock thisenjoy taking annual jabhope survive	a	-1
munster player tests positive covid19 south africa	o	-1
response question pfizer astrazeneca answer #illtakeanything	ov	-1
omicron variant getting pandemic 330 am	o	0
#covid19 vaccine check upcoming clinics week view information including walkin appointment requirements online #communityimmunity #getthevaccine	o	0
interim advice included flu jab list ie ics users changed minute 2courses ocs 24 months preceeding 140921 shielded caught viruses time havent ocs excluded	s	0
scientists reason concerned variant stress lot dont	s	0
seriously dont people dont understand vaccinated people tested positive omicron strain existed lmao test tells vaccine breakthrough vaccinated arent getting sick sign vaccine	p	1
#melbourneprotestwho bet takes dan lockdown melbourne omicron variant	m	0
heres news omicron variant	o	0
flu playerscoaches contracted covid died	s	0
thats pandemic	o	0
compassionate doubled price gas raised inflation record levels millions illegal immigrants country covid thats proven covid actually worse vaccine yeah compassion shouldnt wh	g	-1
covid hospitalisations deaths categorised under1 unvaccinated jabbed2 partially vaccinated jabbed dose lt 14 days 2nd dose3 vaccinated gt 14 days 2nd dosei bet 95 seen 2 3	a	-1
omicron doctor symptoms delta mild	s	1
vote safely covid election	o	0
oh lord rate free pandemic win	o	-1
vaccinated travellers uk allowed spain december 1st	g	0
south african official variant causes mild disease	s	1
none decision makers care omicron transmissible hospitalizations severe illness excuse sell vaccines	a	-1
apple wallet store covid vaccination card heres set cnet #tech #data cc	o	0
covid increased namste trump wish shouldnt repeat putin	g	-1
germany stated winter people vaccinated recovered dead loud anti vaxs summer 98 people icus unvaccinated charge unvaccinated help pay mental health bills angels caring	p	-1
india south africa 2nd unofficial test amid threat covid19 variant cricket news times india	g	-1
aunt pfizer vaccines	a	-1
covid 19 biological weapon objective pandemic destroy economies chinas geopolitical regional rivals united uk india brazil	g	-1
selfish vaccination status zero bearing else muttering msm mantra luck mind trusts government mind trusts pharma fun hope boosters life	a	-1
biden unlawful mandate vaccine due illegal local health	g	-1
omicron variant found vaxxed people enjoy christmas lockdown jabbed	a	1
ar bord aas am quarantine	m	-1
youre helping wearing masks getting vaccinated 1403477 tests 14thif test averages 120 pharma 168417240 dayyou ruining country hypocrites	p	-1
flu shot isnt vaccine internet search effectiveness shot funny flu shot boils educated guess strains	s	0
hospital jan covid developed pneumonia scary timei am vaccinated booster todayhowever agree move oni happily protest unvaccinated vaccinated	a	-1
omicron causes myocarditis blood clots dontcha	s	-1
50 #covid19 educated india #kerala daily basis wow	s	-1
yes 8 day quarantine additional test isolate 10 days am government knee jerk reactions	m	-1
sir video #world listen #covid19 #covidvariant	o	0
initial vaccine yesterday moderna booster sore arm 24 hours ive experienced issues im 55 cancer survivor afib feel fine	ov	1
omicron variant coronavirus results mild disease prominent symptoms angelique coetzee chairwoman south african medical association	s	1
skipped question people dont jab affect jab deal	a	0
slippery slope argument suspect socioeconomic agenda driving bifurcation eg #vaccinepassports protesters actually vaccinated opposing sociopolitical actions consequences	ov	-1
tell 21h #mu unknown wide audience #omicron famous days	o	0
didnt happen japan	o	0
g20 pay global covid vaccination	g	0
sushmita sen shares experience shooting aarya 2 amid pandemic	o	0
omicron variant dangerous omicrons spike heavily mutated concerning antibodies produced human body vaccination target spike proteincomparison delta omicron red spots mutations	s	0
friday chriss funeral oban hed friend school died covid holding played filed church dont dare tell	o	-1
guidelines effect midnight december 1#newguidelines #covid19 #omnicron #internationalpassengers	m	0
omicron identified england vs omicron identified scotland according	g	0
flights netherlands cancelled due partial lockdown	g	0
honestly matter time family covid vaxxed	a	-1
look people tweet covid popular	o	0
forget travel bans vaccinate african people cnn medical analyst emphasizes vaccines combat omicron variant	g	0
100 covid19 xi variant	o	0
weve promised delivered	o	-1
omicron future bruh moon	o	1
suck mean jesusmaryandjosephwe seriously suck wear damn mask vaccine	p	-1
#covid19 #who #deltavariant out#who #omicronvariant outwho who#covidvariant #omicron #deltavariant #covidiots	a	-1
talk supporting uns campaign stop violence women girls change starts me#16daysofactivism2021	o	-1
dummy lockdowns temporary measures hospitals breathing beds covid situations hate stupid people	m	-1
laid meeting oregon legislatures covid19 response	g	0
people reread herbert simon institutional rationality capacity institutions decisionsthe response pandemic exemplifies bounded rationality	g	0
yes gastrointestinal common children covid daughter ongoing nausea doctor virus upset gut microbes worth following longcovid kids support advice facebook probiotics help check doc	ov	-1
douche bag trump wouldve vaccine omicron variant trump stump cow stephen miller claims	g	0
tbh facemasks gate passes covid none issue majority population people cant feel communities lives lost serious ailments corocoro deal pay livelihood	a	-1
shame vaccine doesnt worknatural immunity firing emts doctors nurses natural immunity health it#controlagenda	a	-1
covid carriers walk southern border hypocrisy addressed	g	0
gotta admit omicron sick name	o	1
biggliest loser covid 19 political issue public health issue	g	-1
finally arrived sai gon 7day quarantine	m	0
indeedwhat reduce population spreading #omnicronvariant #covid19 wealth remaining few#thankyoumodijiwatta #masterstrokebtwwith poor dead clean toilet	a	-1
south african public health labs hugely commended sequencing finding sharing data hope disincentivizing countries doing huge economic consequences travel	s	1
fck fnc noticed rowoon nonstop bet agency doesnt sleep eat properly concerned health vaccinated mf	ov	-1
covid omicron variant disaster sage scientist	s	1
own health own hands following knowing havent	o	0
eighteenth variant omicron push contain control ustheyve lost narrative sane people dont shit covid anymore absolutely desperate cling power 2 brought comply	a	-1
november 26 2021 920 pm edt realtime mapping #covid19 #ncov 2019ncov global confirmed total deaths daily 587118 bad newsdaily deaths 6939	s	0
pharma co taxpayer money boosters test kits variant spent billions taxpayer money create vaccine testing virus affected 12 america killed 3 population checkbook	g	0
represent mama	o	0
omnicron beat omicron	o	0
finally necronomicon variant arrived reinforce #covid19 nazis war natural rights	a	-1
thinking natural immunity 13 times stronger pfizer vaccine purposely weakening bodys defence solution	a	-1
swiss vote covid passports6040 favourin opinion hereweve 4 mths freedomhospitality kneeslarge ethnic unvaccinated scottish welsh leaders admitted evidence except coerce vaccinations	g	0
im naturally immune vaccine	a	-1
covid toodekha na kya haal huagappu fir barbad karega desh panic giving headsup	o	0
omicron coming quick hide couch ive covid twice nowwhy 3 ive flus worse esther perish perish reminder short life	a	-1
people dont understand unvaccinated ppl breeding grounds mutations weed thats left garden variant vaccine effective boosters unvaccinated ones worse	p	-1
omicron reminds	o	0
yeah gee wonder mandatory vaccines kids attend schools 90 vaccinated wear gdf masks day	m	-1
ministry health population announced sunday reception 389 million doses pfizer vaccine covax	ov	1
rolling minimal risk severe illness mistake dame sarah gilbert warned vaccine supplies gone developing nations soon protected top 9	ov	-1
gezum crow look death rates wave vaccines power americans vaccinated didnt vaccines deaths	p	1
data data countries 425 billion vaccinated world dec lots data varriants change game	s	0
ivermectin won nobel reduce covid death considerably	a	0
current pandemic isnt dangerous vast majority people 99 people covid survive itthose danger left own devices protect themselves instead forcing society lives hold	m	-1
importantly datainfo 2 days sequences uploaded 2 weeks biontech lab data	s	0
people nuts recovered covid ive worse symptoms food poisoning christ sakes	a	-1
covid business	o	-1
hence banning travel appropriately bristol leave britain contain 4th variant omicron africans cry travelling country omicron dictated #africanlivematter	g	0
dormicum sedate patients covidhe real moron guy surely	o	0
whatever hater cause love fauci media stop bothering people im vaccinated dont tell safe	ov	-1
remember president trump caught covid doctors doesnt tell bs vaccine scam	a	0
lot rs cold tho covid plenty germs	o	0
mutation omicron b11529 help virus evade body immune response transmissible week current vaccine effective	s	0
rusty cutlery babies dont tetanus vaccine called police tried officers listened cant left crime shout children germany crime scare left	o	0
fight organization players staff arena time importantit business safety people sadly phenomenon pandemic	m	-1
vaccine taking	ov	0
omicron covid variant	s	0
hes talking vaccine deaths	a	-1
china imposing quarantines 7 weeks cargo ship crew bad news supply chain via	m	-1
safe restart #workout routines recovering #covid19 heres experts	s	0
name sounds sort transformer thats vaccine transformersblood clots disguise	a	0
deadline vaccine mandate essential border crossers extended	m	0
footage stephen tony office deciding people quarantine	g	0
2 weeks ago scientists mystified look bio understand technocrats scamdemic	a	-1
goal profits entire antivaxx antilockdown misinformation war living perpetrated wealthy wingers koch industries profits hand fist pandemic death follows inconsequential	a	-1
bored am quarantine	m	-1
missed obscure cryptocurrency name newly detected covid19 variant omicron surging	o	0
maybe actually quarantine	m	-1
china study warns colossal covid outbreak france maintained zerotolerance importance containing local found outweighs disruptions caused efforts trace isolate treat	g	-1
donald trump remorseless asshole apparently wont encourage people vaccinated doing biden favor via	g	0
vaccine production variants actually fast	s	1
baby covid rising	o	-1
covid 19 biological weapon goal pandemic destroy economies chinas geopolitical regional rivals united uk india brazil	a	-1
people risks choice live choice people vaccinated smoking example choice people smoking kill smoking leading cause preventable death worldwide	o	-1
#covidscariant #omnicron #covidiots#covid19	o	0
everlovin hell covid deaths fox news shamefully embarrassed idiots anchors ashamed period	o	-1
